productId,name,description,manufactoring_date,expiry_date
32555,Omicron Gear 32555,Heavy-duty gear,2469-09-03,2471-09-03
32556,Pi Component 32556,Component for electronics,2469-09-08,2471-09-08
32557,Rho Module 32557,Module for automation,2469-09-13,2471-09-13
32558,Sigma Part 32558,Precision part,2469-09-18,2471-09-18
32559,Tau Accessory 32559,Accessory for gadgets,2469-09-23,2471-09-23
32560,Upsilon Unit 32560,Unit for assembly lines,2469-09-28,2471-09-28
32561,Alpha Widget 32561,High quality widget,2469-10-03,2471-10-03
32562,Beta Gadget 32562,Advanced gadget for daily use,2469-10-08,2471-10-08
32563,Gamma Tool 32563,Durable tool for professionals,2469-10-13,2471-10-13
32564,Delta Device 32564,Compact and efficient device,2469-10-18,2471-10-18
32565,Epsilon Gear 32565,Precision engineered gear,2469-10-23,2471-10-23
32566,Zeta Component 32566,Essential component for machines,2469-10-28,2471-10-28
32567,Eta Module 32567,Modular design for flexibility,2469-11-02,2471-11-02
32568,Theta Part 32568,High performance part,2469-11-07,2471-11-07
32569,Iota Accessory 32569,Accessory for multiple uses,2469-11-12,2471-11-12
32570,Kappa Unit 32570,Unit for industrial applications,2469-11-17,2471-11-17
32571,Lambda Widget 32571,Next-gen widget,2469-11-22,2471-11-22
32572,Mu Gadget 32572,Smart gadget for home,2469-11-27,2471-11-27
32573,Nu Tool 32573,Ergonomic tool,2469-12-02,2471-12-02
32574,Xi Device 32574,Energy efficient device,2469-12-07,2471-12-07
32575,Omicron Gear 32575,Heavy-duty gear,2469-12-12,2471-12-12
32576,Pi Component 32576,Component for electronics,2469-12-17,2471-12-17
32577,Rho Module 32577,Module for automation,2469-12-22,2471-12-22
32578,Sigma Part 32578,Precision part,2469-12-27,2471-12-27
32579,Tau Accessory 32579,Accessory for gadgets,2470-01-01,2472-01-01
32580,Upsilon Unit 32580,Unit for assembly lines,2470-01-06,2472-01-06
32581,Alpha Widget 32581,High quality widget,2470-01-11,2472-01-11
32582,Beta Gadget 32582,Advanced gadget for daily use,2470-01-16,2472-01-16
32583,Gamma Tool 32583,Durable tool for professionals,2470-01-21,2472-01-21
32584,Delta Device 32584,Compact and efficient device,2470-01-26,2472-01-26
32585,Epsilon Gear 32585,Precision engineered gear,2470-01-31,2472-01-31
32586,Zeta Component 32586,Essential component for machines,2470-02-05,2472-02-05
32587,Eta Module 32587,Modular design for flexibility,2470-02-10,2472-02-10
32588,Theta Part 32588,High performance part,2470-02-15,2472-02-15
32589,Iota Accessory 32589,Accessory for multiple uses,2470-02-20,2472-02-20
32590,Kappa Unit 32590,Unit for industrial applications,2470-02-25,2472-02-25
32591,Lambda Widget 32591,Next-gen widget,2470-03-02,2472-03-02
32592,Mu Gadget 32592,Smart gadget for home,2470-03-07,2472-03-07
32593,Nu Tool 32593,Ergonomic tool,2470-03-12,2472-03-12
32594,Xi Device 32594,Energy efficient device,2470-03-17,2472-03-17
32595,Omicron Gear 32595,Heavy-duty gear,2470-03-22,2472-03-22
32596,Pi Component 32596,Component for electronics,2470-03-27,2472-03-27
32597,Rho Module 32597,Module for automation,2470-04-01,2472-04-01
32598,Sigma Part 32598,Precision part,2470-04-06,2472-04-06
32599,Tau Accessory 32599,Accessory for gadgets,2470-04-11,2472-04-11
32600,Upsilon Unit 32600,Unit for assembly lines,2470-04-16,2472-04-16
32601,Alpha Widget 32601,High quality widget,2470-04-21,2472-04-21
32602,Beta Gadget 32602,Advanced gadget for daily use,2470-04-26,2472-04-26
32603,Gamma Tool 32603,Durable tool for professionals,2470-05-01,2472-05-01
32604,Delta Device 32604,Compact and efficient device,2470-05-06,2472-05-06
32605,Epsilon Gear 32605,Precision engineered gear,2470-05-11,2472-05-11
32606,Zeta Component 32606,Essential component for machines,2470-05-16,2472-05-16
32607,Eta Module 32607,Modular design for flexibility,2470-05-21,2472-05-21
32608,Theta Part 32608,High performance part,2470-05-26,2472-05-26
32609,Iota Accessory 32609,Accessory for multiple uses,2470-05-31,2472-05-31
32610,Kappa Unit 32610,Unit for industrial applications,2470-06-05,2472-06-05
32611,Lambda Widget 32611,Next-gen widget,2470-06-10,2472-06-10
32612,Mu Gadget 32612,Smart gadget for home,2470-06-15,2472-06-15
32613,Nu Tool 32613,Ergonomic tool,2470-06-20,2472-06-20
32614,Xi Device 32614,Energy efficient device,2470-06-25,2472-06-25
32615,Omicron Gear 32615,Heavy-duty gear,2470-06-30,2472-06-30
32616,Pi Component 32616,Component for electronics,2470-07-05,2472-07-05
32617,Rho Module 32617,Module for automation,2470-07-10,2472-07-10
32618,Sigma Part 32618,Precision part,2470-07-15,2472-07-15
32619,Tau Accessory 32619,Accessory for gadgets,2470-07-20,2472-07-20
32620,Upsilon Unit 32620,Unit for assembly lines,2470-07-25,2472-07-25
32621,Alpha Widget 32621,High quality widget,2470-07-30,2472-07-30
32622,Beta Gadget 32622,Advanced gadget for daily use,2470-08-04,2472-08-04
32623,Gamma Tool 32623,Durable tool for professionals,2470-08-09,2472-08-09
32624,Delta Device 32624,Compact and efficient device,2470-08-14,2472-08-14
32625,Epsilon Gear 32625,Precision engineered gear,2470-08-19,2472-08-19
32626,Zeta Component 32626,Essential component for machines,2470-08-24,2472-08-24
32627,Eta Module 32627,Modular design for flexibility,2470-08-29,2472-08-29
32628,Theta Part 32628,High performance part,2470-09-03,2472-09-03
32629,Iota Accessory 32629,Accessory for multiple uses,2470-09-08,2472-09-08
32630,Kappa Unit 32630,Unit for industrial applications,2470-09-13,2472-09-13
32631,Lambda Widget 32631,Next-gen widget,2470-09-18,2472-09-18
32632,Mu Gadget 32632,Smart gadget for home,2470-09-23,2472-09-23
32633,Nu Tool 32633,Ergonomic tool,2470-09-28,2472-09-28
32634,Xi Device 32634,Energy efficient device,2470-10-03,2472-10-03
32635,Omicron Gear 32635,Heavy-duty gear,2470-10-08,2472-10-08
32636,Pi Component 32636,Component for electronics,2470-10-13,2472-10-13
32637,Rho Module 32637,Module for automation,2470-10-18,2472-10-18
32638,Sigma Part 32638,Precision part,2470-10-23,2472-10-23
32639,Tau Accessory 32639,Accessory for gadgets,2470-10-28,2472-10-28
32640,Upsilon Unit 32640,Unit for assembly lines,2470-11-02,2472-11-02
32641,Alpha Widget 32641,High quality widget,2470-11-07,2472-11-07
32642,Beta Gadget 32642,Advanced gadget for daily use,2470-11-12,2472-11-12
32643,Gamma Tool 32643,Durable tool for professionals,2470-11-17,2472-11-17
32644,Delta Device 32644,Compact and efficient device,2470-11-22,2472-11-22
32645,Epsilon Gear 32645,Precision engineered gear,2470-11-27,2472-11-27
32646,Zeta Component 32646,Essential component for machines,2470-12-02,2472-12-02
32647,Eta Module 32647,Modular design for flexibility,2470-12-07,2472-12-07
32648,Theta Part 32648,High performance part,2470-12-12,2472-12-12
32649,Iota Accessory 32649,Accessory for multiple uses,2470-12-17,2472-12-17
32650,Kappa Unit 32650,Unit for industrial applications,2470-12-22,2472-12-22
32651,Lambda Widget 32651,Next-gen widget,2470-12-27,2472-12-27
32652,Mu Gadget 32652,Smart gadget for home,2471-01-01,2473-01-01
32653,Nu Tool 32653,Ergonomic tool,2471-01-06,2473-01-06
32654,Xi Device 32654,Energy efficient device,2471-01-11,2473-01-11
32655,Omicron Gear 32655,Heavy-duty gear,2471-01-16,2473-01-16
32656,Pi Component 32656,Component for electronics,2471-01-21,2473-01-21
32657,Rho Module 32657,Module for automation,2471-01-26,2473-01-26
32658,Sigma Part 32658,Precision part,2471-01-31,2473-01-31
32659,Tau Accessory 32659,Accessory for gadgets,2471-02-05,2473-02-05
32660,Upsilon Unit 32660,Unit for assembly lines,2471-02-10,2473-02-10
32661,Alpha Widget 32661,High quality widget,2471-02-15,2473-02-15
32662,Beta Gadget 32662,Advanced gadget for daily use,2471-02-20,2473-02-20
32663,Gamma Tool 32663,Durable tool for professionals,2471-02-25,2473-02-25
32664,Delta Device 32664,Compact and efficient device,2471-03-02,2473-03-02
32665,Epsilon Gear 32665,Precision engineered gear,2471-03-07,2473-03-07
32666,Zeta Component 32666,Essential component for machines,2471-03-12,2473-03-12
32667,Eta Module 32667,Modular design for flexibility,2471-03-17,2473-03-17
32668,Theta Part 32668,High performance part,2471-03-22,2473-03-22
32669,Iota Accessory 32669,Accessory for multiple uses,2471-03-27,2473-03-27
32670,Kappa Unit 32670,Unit for industrial applications,2471-04-01,2473-04-01
32671,Lambda Widget 32671,Next-gen widget,2471-04-06,2473-04-06
32672,Mu Gadget 32672,Smart gadget for home,2471-04-11,2473-04-11
32673,Nu Tool 32673,Ergonomic tool,2471-04-16,2473-04-16
32674,Xi Device 32674,Energy efficient device,2471-04-21,2473-04-21
32675,Omicron Gear 32675,Heavy-duty gear,2471-04-26,2473-04-26
32676,Pi Component 32676,Component for electronics,2471-05-01,2473-05-01
32677,Rho Module 32677,Module for automation,2471-05-06,2473-05-06
32678,Sigma Part 32678,Precision part,2471-05-11,2473-05-11
32679,Tau Accessory 32679,Accessory for gadgets,2471-05-16,2473-05-16
32680,Upsilon Unit 32680,Unit for assembly lines,2471-05-21,2473-05-21
32681,Alpha Widget 32681,High quality widget,2471-05-26,2473-05-26
32682,Beta Gadget 32682,Advanced gadget for daily use,2471-05-31,2473-05-31
32683,Gamma Tool 32683,Durable tool for professionals,2471-06-05,2473-06-05
32684,Delta Device 32684,Compact and efficient device,2471-06-10,2473-06-10
32685,Epsilon Gear 32685,Precision engineered gear,2471-06-15,2473-06-15
32686,Zeta Component 32686,Essential component for machines,2471-06-20,2473-06-20
32687,Eta Module 32687,Modular design for flexibility,2471-06-25,2473-06-25
32688,Theta Part 32688,High performance part,2471-06-30,2473-06-30
32689,Iota Accessory 32689,Accessory for multiple uses,2471-07-05,2473-07-05
32690,Kappa Unit 32690,Unit for industrial applications,2471-07-10,2473-07-10
32691,Lambda Widget 32691,Next-gen widget,2471-07-15,2473-07-15
32692,Mu Gadget 32692,Smart gadget for home,2471-07-20,2473-07-20
32693,Nu Tool 32693,Ergonomic tool,2471-07-25,2473-07-25
32694,Xi Device 32694,Energy efficient device,2471-07-30,2473-07-30
32695,Omicron Gear 32695,Heavy-duty gear,2471-08-04,2473-08-04
32696,Pi Component 32696,Component for electronics,2471-08-09,2473-08-09
32697,Rho Module 32697,Module for automation,2471-08-14,2473-08-14
32698,Sigma Part 32698,Precision part,2471-08-19,2473-08-19
32699,Tau Accessory 32699,Accessory for gadgets,2471-08-24,2473-08-24
32700,Upsilon Unit 32700,Unit for assembly lines,2471-08-29,2473-08-29
32701,Alpha Widget 32701,High quality widget,2471-09-03,2473-09-03
32702,Beta Gadget 32702,Advanced gadget for daily use,2471-09-08,2473-09-08
32703,Gamma Tool 32703,Durable tool for professionals,2471-09-13,2473-09-13
32704,Delta Device 32704,Compact and efficient device,2471-09-18,2473-09-18
32705,Epsilon Gear 32705,Precision engineered gear,2471-09-23,2473-09-23
32706,Zeta Component 32706,Essential component for machines,2471-09-28,2473-09-28
32707,Eta Module 32707,Modular design for flexibility,2471-10-03,2473-10-03
32708,Theta Part 32708,High performance part,2471-10-08,2473-10-08
32709,Iota Accessory 32709,Accessory for multiple uses,2471-10-13,2473-10-13
32710,Kappa Unit 32710,Unit for industrial applications,2471-10-18,2473-10-18
32711,Lambda Widget 32711,Next-gen widget,2471-10-23,2473-10-23
32712,Mu Gadget 32712,Smart gadget for home,2471-10-28,2473-10-28
32713,Nu Tool 32713,Ergonomic tool,2471-11-02,2473-11-02
32714,Xi Device 32714,Energy efficient device,2471-11-07,2473-11-07
32715,Omicron Gear 32715,Heavy-duty gear,2471-11-12,2473-11-12
32716,Pi Component 32716,Component for electronics,2471-11-17,2473-11-17
32717,Rho Module 32717,Module for automation,2471-11-22,2473-11-22
32718,Sigma Part 32718,Precision part,2471-11-27,2473-11-27
32719,Tau Accessory 32719,Accessory for gadgets,2471-12-02,2473-12-02
32720,Upsilon Unit 32720,Unit for assembly lines,2471-12-07,2473-12-07
32721,Alpha Widget 32721,High quality widget,2471-12-12,2473-12-12
32722,Beta Gadget 32722,Advanced gadget for daily use,2471-12-17,2473-12-17
32723,Gamma Tool 32723,Durable tool for professionals,2471-12-22,2473-12-22
32724,Delta Device 32724,Compact and efficient device,2471-12-27,2473-12-27
32725,Epsilon Gear 32725,Precision engineered gear,2472-01-01,2474-01-01
32726,Zeta Component 32726,Essential component for machines,2472-01-06,2474-01-06
32727,Eta Module 32727,Modular design for flexibility,2472-01-11,2474-01-11
32728,Theta Part 32728,High performance part,2472-01-16,2474-01-16
32729,Iota Accessory 32729,Accessory for multiple uses,2472-01-21,2474-01-21
32730,Kappa Unit 32730,Unit for industrial applications,2472-01-26,2474-01-26
32731,Lambda Widget 32731,Next-gen widget,2472-01-31,2474-01-31
32732,Mu Gadget 32732,Smart gadget for home,2472-02-05,2474-02-05
32733,Nu Tool 32733,Ergonomic tool,2472-02-10,2474-02-10
32734,Xi Device 32734,Energy efficient device,2472-02-15,2474-02-15
32735,Omicron Gear 32735,Heavy-duty gear,2472-02-20,2474-02-20
32736,Pi Component 32736,Component for electronics,2472-02-25,2474-02-25
32737,Rho Module 32737,Module for automation,2472-03-01,2474-03-01
32738,Sigma Part 32738,Precision part,2472-03-06,2474-03-06
32739,Tau Accessory 32739,Accessory for gadgets,2472-03-11,2474-03-11
32740,Upsilon Unit 32740,Unit for assembly lines,2472-03-16,2474-03-16
32741,Alpha Widget 32741,High quality widget,2472-03-21,2474-03-21
32742,Beta Gadget 32742,Advanced gadget for daily use,2472-03-26,2474-03-26
32743,Gamma Tool 32743,Durable tool for professionals,2472-03-31,2474-03-31
32744,Delta Device 32744,Compact and efficient device,2472-04-05,2474-04-05
32745,Epsilon Gear 32745,Precision engineered gear,2472-04-10,2474-04-10
32746,Zeta Component 32746,Essential component for machines,2472-04-15,2474-04-15
32747,Eta Module 32747,Modular design for flexibility,2472-04-20,2474-04-20
32748,Theta Part 32748,High performance part,2472-04-25,2474-04-25
32749,Iota Accessory 32749,Accessory for multiple uses,2472-04-30,2474-04-30
32750,Kappa Unit 32750,Unit for industrial applications,2472-05-05,2474-05-05
32751,Lambda Widget 32751,Next-gen widget,2472-05-10,2474-05-10
32752,Mu Gadget 32752,Smart gadget for home,2472-05-15,2474-05-15
32753,Nu Tool 32753,Ergonomic tool,2472-05-20,2474-05-20
32754,Xi Device 32754,Energy efficient device,2472-05-25,2474-05-25
32755,Omicron Gear 32755,Heavy-duty gear,2472-05-30,2474-05-30
32756,Pi Component 32756,Component for electronics,2472-06-04,2474-06-04
32757,Rho Module 32757,Module for automation,2472-06-09,2474-06-09
32758,Sigma Part 32758,Precision part,2472-06-14,2474-06-14
32759,Tau Accessory 32759,Accessory for gadgets,2472-06-19,2474-06-19
32760,Upsilon Unit 32760,Unit for assembly lines,2472-06-24,2474-06-24
32761,Alpha Widget 32761,High quality widget,2472-06-29,2474-06-29
32762,Beta Gadget 32762,Advanced gadget for daily use,2472-07-04,2474-07-04
32763,Gamma Tool 32763,Durable tool for professionals,2472-07-09,2474-07-09
32764,Delta Device 32764,Compact and efficient device,2472-07-14,2474-07-14
32765,Epsilon Gear 32765,Precision engineered gear,2472-07-19,2474-07-19
32766,Zeta Component 32766,Essential component for machines,2472-07-24,2474-07-24
32767,Eta Module 32767,Modular design for flexibility,2472-07-29,2474-07-29
32768,Theta Part 32768,High performance part,2472-08-03,2474-08-03
32769,Iota Accessory 32769,Accessory for multiple uses,2472-08-08,2474-08-08
32770,Kappa Unit 32770,Unit for industrial applications,2472-08-13,2474-08-13
32771,Lambda Widget 32771,Next-gen widget,2472-08-18,2474-08-18
32772,Mu Gadget 32772,Smart gadget for home,2472-08-23,2474-08-23
32773,Nu Tool 32773,Ergonomic tool,2472-08-28,2474-08-28
32774,Xi Device 32774,Energy efficient device,2472-09-02,2474-09-02
32775,Omicron Gear 32775,Heavy-duty gear,2472-09-07,2474-09-07
32776,Pi Component 32776,Component for electronics,2472-09-12,2474-09-12
32777,Rho Module 32777,Module for automation,2472-09-17,2474-09-17
32778,Sigma Part 32778,Precision part,2472-09-22,2474-09-22
32779,Tau Accessory 32779,Accessory for gadgets,2472-09-27,2474-09-27
32780,Upsilon Unit 32780,Unit for assembly lines,2472-10-02,2474-10-02
32781,Alpha Widget 32781,High quality widget,2472-10-07,2474-10-07
32782,Beta Gadget 32782,Advanced gadget for daily use,2472-10-12,2474-10-12
32783,Gamma Tool 32783,Durable tool for professionals,2472-10-17,2474-10-17
32784,Delta Device 32784,Compact and efficient device,2472-10-22,2474-10-22
32785,Epsilon Gear 32785,Precision engineered gear,2472-10-27,2474-10-27
32786,Zeta Component 32786,Essential component for machines,2472-11-01,2474-11-01
32787,Eta Module 32787,Modular design for flexibility,2472-11-06,2474-11-06
32788,Theta Part 32788,High performance part,2472-11-11,2474-11-11
32789,Iota Accessory 32789,Accessory for multiple uses,2472-11-16,2474-11-16
32790,Kappa Unit 32790,Unit for industrial applications,2472-11-21,2474-11-21
32791,Lambda Widget 32791,Next-gen widget,2472-11-26,2474-11-26
32792,Mu Gadget 32792,Smart gadget for home,2472-12-01,2474-12-01
32793,Nu Tool 32793,Ergonomic tool,2472-12-06,2474-12-06
32794,Xi Device 32794,Energy efficient device,2472-12-11,2474-12-11
32795,Omicron Gear 32795,Heavy-duty gear,2472-12-16,2474-12-16
32796,Pi Component 32796,Component for electronics,2472-12-21,2474-12-21
32797,Rho Module 32797,Module for automation,2472-12-26,2474-12-26
32798,Sigma Part 32798,Precision part,2472-12-31,2474-12-31
32799,Tau Accessory 32799,Accessory for gadgets,2473-01-05,2475-01-05
32800,Upsilon Unit 32800,Unit for assembly lines,2473-01-10,2475-01-10
32801,Alpha Widget 32801,High quality widget,2473-01-15,2475-01-15
32802,Beta Gadget 32802,Advanced gadget for daily use,2473-01-20,2475-01-20
32803,Gamma Tool 32803,Durable tool for professionals,2473-01-25,2475-01-25
32804,Delta Device 32804,Compact and efficient device,2473-01-30,2475-01-30
32805,Epsilon Gear 32805,Precision engineered gear,2473-02-04,2475-02-04
32806,Zeta Component 32806,Essential component for machines,2473-02-09,2475-02-09
32807,Eta Module 32807,Modular design for flexibility,2473-02-14,2475-02-14
32808,Theta Part 32808,High performance part,2473-02-19,2475-02-19
32809,Iota Accessory 32809,Accessory for multiple uses,2473-02-24,2475-02-24
32810,Kappa Unit 32810,Unit for industrial applications,2473-03-01,2475-03-01
32811,Lambda Widget 32811,Next-gen widget,2473-03-06,2475-03-06
32812,Mu Gadget 32812,Smart gadget for home,2473-03-11,2475-03-11
32813,Nu Tool 32813,Ergonomic tool,2473-03-16,2475-03-16
32814,Xi Device 32814,Energy efficient device,2473-03-21,2475-03-21
32815,Omicron Gear 32815,Heavy-duty gear,2473-03-26,2475-03-26
32816,Pi Component 32816,Component for electronics,2473-03-31,2475-03-31
32817,Rho Module 32817,Module for automation,2473-04-05,2475-04-05
32818,Sigma Part 32818,Precision part,2473-04-10,2475-04-10
32819,Tau Accessory 32819,Accessory for gadgets,2473-04-15,2475-04-15
32820,Upsilon Unit 32820,Unit for assembly lines,2473-04-20,2475-04-20
32821,Alpha Widget 32821,High quality widget,2473-04-25,2475-04-25
32822,Beta Gadget 32822,Advanced gadget for daily use,2473-04-30,2475-04-30
32823,Gamma Tool 32823,Durable tool for professionals,2473-05-05,2475-05-05
32824,Delta Device 32824,Compact and efficient device,2473-05-10,2475-05-10
32825,Epsilon Gear 32825,Precision engineered gear,2473-05-15,2475-05-15
32826,Zeta Component 32826,Essential component for machines,2473-05-20,2475-05-20
32827,Eta Module 32827,Modular design for flexibility,2473-05-25,2475-05-25
32828,Theta Part 32828,High performance part,2473-05-30,2475-05-30
32829,Iota Accessory 32829,Accessory for multiple uses,2473-06-04,2475-06-04
32830,Kappa Unit 32830,Unit for industrial applications,2473-06-09,2475-06-09
32831,Lambda Widget 32831,Next-gen widget,2473-06-14,2475-06-14
32832,Mu Gadget 32832,Smart gadget for home,2473-06-19,2475-06-19
32833,Nu Tool 32833,Ergonomic tool,2473-06-24,2475-06-24
32834,Xi Device 32834,Energy efficient device,2473-06-29,2475-06-29
32835,Omicron Gear 32835,Heavy-duty gear,2473-07-04,2475-07-04
32836,Pi Component 32836,Component for electronics,2473-07-09,2475-07-09
32837,Rho Module 32837,Module for automation,2473-07-14,2475-07-14
32838,Sigma Part 32838,Precision part,2473-07-19,2475-07-19
32839,Tau Accessory 32839,Accessory for gadgets,2473-07-24,2475-07-24
32840,Upsilon Unit 32840,Unit for assembly lines,2473-07-29,2475-07-29
32841,Alpha Widget 32841,High quality widget,2473-08-03,2475-08-03
32842,Beta Gadget 32842,Advanced gadget for daily use,2473-08-08,2475-08-08
32843,Gamma Tool 32843,Durable tool for professionals,2473-08-13,2475-08-13
32844,Delta Device 32844,Compact and efficient device,2473-08-18,2475-08-18
32845,Epsilon Gear 32845,Precision engineered gear,2473-08-23,2475-08-23
32846,Zeta Component 32846,Essential component for machines,2473-08-28,2475-08-28
32847,Eta Module 32847,Modular design for flexibility,2473-09-02,2475-09-02
32848,Theta Part 32848,High performance part,2473-09-07,2475-09-07
32849,Iota Accessory 32849,Accessory for multiple uses,2473-09-12,2475-09-12
32850,Kappa Unit 32850,Unit for industrial applications,2473-09-17,2475-09-17
32851,Lambda Widget 32851,Next-gen widget,2473-09-22,2475-09-22
32852,Mu Gadget 32852,Smart gadget for home,2473-09-27,2475-09-27
32853,Nu Tool 32853,Ergonomic tool,2473-10-02,2475-10-02
32854,Xi Device 32854,Energy efficient device,2473-10-07,2475-10-07
32855,Omicron Gear 32855,Heavy-duty gear,2473-10-12,2475-10-12
32856,Pi Component 32856,Component for electronics,2473-10-17,2475-10-17
32857,Rho Module 32857,Module for automation,2473-10-22,2475-10-22
32858,Sigma Part 32858,Precision part,2473-10-27,2475-10-27
32859,Tau Accessory 32859,Accessory for gadgets,2473-11-01,2475-11-01
32860,Upsilon Unit 32860,Unit for assembly lines,2473-11-06,2475-11-06
32861,Alpha Widget 32861,High quality widget,2473-11-11,2475-11-11
32862,Beta Gadget 32862,Advanced gadget for daily use,2473-11-16,2475-11-16
32863,Gamma Tool 32863,Durable tool for professionals,2473-11-21,2475-11-21
32864,Delta Device 32864,Compact and efficient device,2473-11-26,2475-11-26
32865,Epsilon Gear 32865,Precision engineered gear,2473-12-01,2475-12-01
32866,Zeta Component 32866,Essential component for machines,2473-12-06,2475-12-06
32867,Eta Module 32867,Modular design for flexibility,2473-12-11,2475-12-11
32868,Theta Part 32868,High performance part,2473-12-16,2475-12-16
32869,Iota Accessory 32869,Accessory for multiple uses,2473-12-21,2475-12-21
32870,Kappa Unit 32870,Unit for industrial applications,2473-12-26,2475-12-26
32871,Lambda Widget 32871,Next-gen widget,2473-12-31,2475-12-31
32872,Mu Gadget 32872,Smart gadget for home,2474-01-05,2476-01-05
32873,Nu Tool 32873,Ergonomic tool,2474-01-10,2476-01-10
32874,Xi Device 32874,Energy efficient device,2474-01-15,2476-01-15
32875,Omicron Gear 32875,Heavy-duty gear,2474-01-20,2476-01-20
32876,Pi Component 32876,Component for electronics,2474-01-25,2476-01-25
32877,Rho Module 32877,Module for automation,2474-01-30,2476-01-30
32878,Sigma Part 32878,Precision part,2474-02-04,2476-02-04
32879,Tau Accessory 32879,Accessory for gadgets,2474-02-09,2476-02-09
32880,Upsilon Unit 32880,Unit for assembly lines,2474-02-14,2476-02-14
32881,Alpha Widget 32881,High quality widget,2474-02-19,2476-02-19
32882,Beta Gadget 32882,Advanced gadget for daily use,2474-02-24,2476-02-24
32883,Gamma Tool 32883,Durable tool for professionals,2474-03-01,2476-03-01
32884,Delta Device 32884,Compact and efficient device,2474-03-06,2476-03-06
32885,Epsilon Gear 32885,Precision engineered gear,2474-03-11,2476-03-11
32886,Zeta Component 32886,Essential component for machines,2474-03-16,2476-03-16
32887,Eta Module 32887,Modular design for flexibility,2474-03-21,2476-03-21
32888,Theta Part 32888,High performance part,2474-03-26,2476-03-26
32889,Iota Accessory 32889,Accessory for multiple uses,2474-03-31,2476-03-31
32890,Kappa Unit 32890,Unit for industrial applications,2474-04-05,2476-04-05
32891,Lambda Widget 32891,Next-gen widget,2474-04-10,2476-04-10
32892,Mu Gadget 32892,Smart gadget for home,2474-04-15,2476-04-15
32893,Nu Tool 32893,Ergonomic tool,2474-04-20,2476-04-20
32894,Xi Device 32894,Energy efficient device,2474-04-25,2476-04-25
32895,Omicron Gear 32895,Heavy-duty gear,2474-04-30,2476-04-30
32896,Pi Component 32896,Component for electronics,2474-05-05,2476-05-05
32897,Rho Module 32897,Module for automation,2474-05-10,2476-05-10
32898,Sigma Part 32898,Precision part,2474-05-15,2476-05-15
32899,Tau Accessory 32899,Accessory for gadgets,2474-05-20,2476-05-20
32900,Upsilon Unit 32900,Unit for assembly lines,2474-05-25,2476-05-25
32901,Alpha Widget 32901,High quality widget,2474-05-30,2476-05-30
32902,Beta Gadget 32902,Advanced gadget for daily use,2474-06-04,2476-06-04
32903,Gamma Tool 32903,Durable tool for professionals,2474-06-09,2476-06-09
32904,Delta Device 32904,Compact and efficient device,2474-06-14,2476-06-14
32905,Epsilon Gear 32905,Precision engineered gear,2474-06-19,2476-06-19
32906,Zeta Component 32906,Essential component for machines,2474-06-24,2476-06-24
32907,Eta Module 32907,Modular design for flexibility,2474-06-29,2476-06-29
32908,Theta Part 32908,High performance part,2474-07-04,2476-07-04
32909,Iota Accessory 32909,Accessory for multiple uses,2474-07-09,2476-07-09
32910,Kappa Unit 32910,Unit for industrial applications,2474-07-14,2476-07-14
32911,Lambda Widget 32911,Next-gen widget,2474-07-19,2476-07-19
32912,Mu Gadget 32912,Smart gadget for home,2474-07-24,2476-07-24
32913,Nu Tool 32913,Ergonomic tool,2474-07-29,2476-07-29
32914,Xi Device 32914,Energy efficient device,2474-08-03,2476-08-03
32915,Omicron Gear 32915,Heavy-duty gear,2474-08-08,2476-08-08
32916,Pi Component 32916,Component for electronics,2474-08-13,2476-08-13
32917,Rho Module 32917,Module for automation,2474-08-18,2476-08-18
32918,Sigma Part 32918,Precision part,2474-08-23,2476-08-23
32919,Tau Accessory 32919,Accessory for gadgets,2474-08-28,2476-08-28
32920,Upsilon Unit 32920,Unit for assembly lines,2474-09-02,2476-09-02
32921,Alpha Widget 32921,High quality widget,2474-09-07,2476-09-07
32922,Beta Gadget 32922,Advanced gadget for daily use,2474-09-12,2476-09-12
32923,Gamma Tool 32923,Durable tool for professionals,2474-09-17,2476-09-17
32924,Delta Device 32924,Compact and efficient device,2474-09-22,2476-09-22
32925,Epsilon Gear 32925,Precision engineered gear,2474-09-27,2476-09-27
32926,Zeta Component 32926,Essential component for machines,2474-10-02,2476-10-02
32927,Eta Module 32927,Modular design for flexibility,2474-10-07,2476-10-07
32928,Theta Part 32928,High performance part,2474-10-12,2476-10-12
32929,Iota Accessory 32929,Accessory for multiple uses,2474-10-17,2476-10-17
32930,Kappa Unit 32930,Unit for industrial applications,2474-10-22,2476-10-22
32931,Lambda Widget 32931,Next-gen widget,2474-10-27,2476-10-27
32932,Mu Gadget 32932,Smart gadget for home,2474-11-01,2476-11-01
32933,Nu Tool 32933,Ergonomic tool,2474-11-06,2476-11-06
32934,Xi Device 32934,Energy efficient device,2474-11-11,2476-11-11
32935,Omicron Gear 32935,Heavy-duty gear,2474-11-16,2476-11-16
32936,Pi Component 32936,Component for electronics,2474-11-21,2476-11-21
32937,Rho Module 32937,Module for automation,2474-11-26,2476-11-26
32938,Sigma Part 32938,Precision part,2474-12-01,2476-12-01
32939,Tau Accessory 32939,Accessory for gadgets,2474-12-06,2476-12-06
32940,Upsilon Unit 32940,Unit for assembly lines,2474-12-11,2476-12-11
32941,Alpha Widget 32941,High quality widget,2474-12-16,2476-12-16
32942,Beta Gadget 32942,Advanced gadget for daily use,2474-12-21,2476-12-21
